n,step,state,branch,floor_output,lower_gap,upper_gap,cell_width,exact_boundary_flag
2632,0,2632,E,51,31,72,103,0
2633,0,2633,O,135106,138901,131312,270213,0
2634,0,2634,E,51,33,70,103,0
2635,0,2635,O,135260,130275,140246,270521,0
2636,0,2636,E,51,35,68,103,0
2637,0,2637,O,135414,137457,133372,270829,0
2638,0,2638,E,51,37,66,103,0
2639,0,2639,O,135568,160495,110642,271137,0
2640,0,2640,E,51,39,64,103,0
2641,0,2641,O,135722,199437,72008,271445,0
2642,0,2642,E,51,41,62,103,0
2643,0,2643,O,135876,254331,17422,271753,0
2644,0,2644,E,51,43,60,103,0
2645,0,2645,O,136031,53164,218899,272063,0
2646,0,2646,E,51,45,58,103,0
2647,0,2647,O,136185,139798,132573,272371,0
2648,0,2648,E,51,47,56,103,0
2649,0,2649,O,136339,242528,30151,272679,0
2650,0,2650,E,51,49,54,103,0
2651,0,2651,O,136494,88415,184574,272989,0
2652,0,2652,E,51,51,52,103,0
2653,0,2653,O,136648,223173,50124,273297,0
2654,0,2654,E,51,53,50,103,0
2655,0,2655,O,136803,100566,173041,273607,0
2656,0,2656,E,51,55,48,103,0
2657,0,2657,O,136957,267544,6371,273915,0
2658,0,2658,E,51,57,46,103,0
2659,0,2659,O,137112,176635,97590,274225,0
2660,0,2660,E,51,59,44,103,0
2661,0,2661,O,137267,101492,173043,274535,0
2662,0,2662,E,51,61,42,103,0
2663,0,2663,O,137422,42163,232682,274845,0
2664,0,2664,E,51,63,40,103,0
2665,0,2665,O,137576,273849,1304,275153,0
2666,0,2666,E,51,65,38,103,0
2667,0,2667,O,137731,246602,28861,275463,0
2668,0,2668,E,51,67,36,103,0
2669,0,2669,O,137886,235313,40460,275773,0
2670,0,2670,E,51,69,34,103,0
2671,0,2671,O,138041,240030,36053,276083,0
2672,0,2672,E,51,71,32,103,0
2673,0,2673,O,138196,260801,15592,276393,0
2674,0,2674,E,51,73,30,103,0
2675,0,2675,O,138352,20971,255734,276705,0
2676,0,2676,E,51,75,28,103,0
2677,0,2677,O,138507,73684,203331,277015,0
2678,0,2678,E,51,77,26,103,0
2679,0,2679,O,138662,142595,134730,277325,0
2680,0,2680,E,51,79,24,103,0
2681,0,2681,O,138817,227752,49883,277635,0
2682,0,2682,E,51,81,22,103,0
2683,0,2683,O,138973,51258,226689,277947,0
2684,0,2684,E,51,83,20,103,0
2685,0,2685,O,139128,168741,109516,278257,0
2686,0,2686,E,51,85,18,103,0
2687,0,2687,O,139284,24047,254522,278569,0
2688,0,2688,E,51,87,16,103,0
2689,0,2689,O,139439,174048,104831,278879,0
2690,0,2690,E,51,89,14,103,0
2691,0,2691,O,139595,61346,217845,279191,0
2692,0,2692,E,51,91,12,103,0
2693,0,2693,O,139750,244057,35444,279501,0
2694,0,2694,E,51,93,10,103,0
2695,0,2695,O,139906,163539,116274,279813,0
2696,0,2696,E,51,95,8,103,0
2697,0,2697,O,140062,99029,181096,280125,0
2698,0,2698,E,51,97,6,103,0
2699,0,2699,O,140218,50575,229862,280437,0
2700,0,2700,E,51,99,4,103,0
2701,0,2701,O,140374,18225,262524,280749,0
2702,0,2702,E,51,101,2,103,0
2703,0,2703,O,140530,2027,279034,281061,0
2704,0,2704,E,52,0,105,105,1
2705,0,2705,O,140686,2029,279344,281373,0
2706,0,2706,E,52,2,103,105,0
2707,0,2707,O,140842,18279,263406,281685,0
2708,0,2708,E,52,4,101,105,0
2709,0,2709,O,140998,50825,231172,281997,0
2710,0,2710,E,52,6,99,105,0
2711,0,2711,O,141154,99715,182594,282309,0
2712,0,2712,E,52,8,97,105,0
2713,0,2713,O,141310,164997,117624,282621,0
2714,0,2714,E,52,10,95,105,0
2715,0,2715,O,141466,246719,36214,282933,0
2716,0,2716,E,52,12,93,105,0
2717,0,2717,O,141623,61684,221563,283247,0
2718,0,2718,E,52,14,91,105,0
2719,0,2719,O,141779,176118,107441,283559,0
2720,0,2720,E,52,16,89,105,0
2721,0,2721,O,141936,23265,260608,283873,0
2722,0,2722,E,52,18,87,105,0
2723,0,2723,O,142092,170603,113582,284185,0
2724,0,2724,E,52,20,85,105,0
2725,0,2725,O,142249,50124,234375,284499,0
2726,0,2726,E,52,22,83,105,0
2727,0,2727,O,142405,230558,54253,284811,0
2728,0,2728,E,52,24,81,105,0
2729,0,2729,O,142562,142645,142480,285125,0
2730,0,2730,E,52,26,79,105,0
2731,0,2731,O,142719,70930,214509,285439,0
2732,0,2732,E,52,28,77,105,0
2733,0,2733,O,142876,15461,270292,285753,0
2734,0,2734,E,52,30,75,105,0
2735,0,2735,O,143032,262351,23714,286065,0
2736,0,2736,E,52,32,73,105,0
2737,0,2737,O,143189,239832,46547,286379,0
2738,0,2738,E,52,34,71,105,0
2739,0,2739,O,143346,233703,52990,286693,0
2740,0,2740,E,52,36,69,105,0
2741,0,2741,O,143503,244012,42995,287007,0
2742,0,2742,E,52,38,67,105,0
2743,0,2743,O,143660,270807,16514,287321,0
2744,0,2744,E,52,40,65,105,0
2745,0,2745,O,143818,26501,261136,287637,0
2746,0,2746,E,52,42,63,105,0
2747,0,2747,O,143975,86098,201853,287951,0
2748,0,2748,E,52,44,61,105,0
2749,0,2749,O,144132,162325,125940,288265,0
2750,0,2750,E,52,46,59,105,0
2751,0,2751,O,144289,255230,33349,288579,0
2752,0,2752,E,52,48,57,105,0
2753,0,2753,O,144447,75968,212927,288895,0
2754,0,2754,E,52,50,55,105,0
2755,0,2755,O,144604,202059,87150,289209,0
2756,0,2756,E,52,52,53,105,0
2757,0,2757,O,144762,55449,234076,289525,0
2758,0,2758,E,52,54,51,105,0
2759,0,2759,O,144919,214918,74921,289839,0
2760,0,2760,E,52,56,49,105,0
2761,0,2761,O,145077,101152,189003,290155,0
2762,0,2762,E,52,58,47,105,0
2763,0,2763,O,145235,3722,286749,290471,0
2764,0,2764,E,52,60,45,105,0
2765,0,2765,O,145392,213461,77324,290785,0
2766,0,2766,E,52,62,43,105,0
2767,0,2767,O,145550,149163,141938,291101,0
2768,0,2768,E,52,64,41,105,0
2769,0,2769,O,145708,101345,190072,291417,0
2770,0,2770,E,52,66,39,105,0
2771,0,2771,O,145866,70055,221678,291733,0
2772,0,2772,E,52,68,37,105,0
2773,0,2773,O,146024,55341,236708,292049,0
2774,0,2774,E,52,70,35,105,0
2775,0,2775,O,146182,57251,235114,292365,0
2776,0,2776,E,52,72,33,105,0
2777,0,2777,O,146340,75833,216848,292681,0
2778,0,2778,E,52,74,31,105,0
2779,0,2779,O,146498,111135,181862,292997,0
2780,0,2780,E,52,76,29,105,0
2781,0,2781,O,146656,163205,130108,293313,0
2782,0,2782,E,52,78,27,105,0
2783,0,2783,O,146814,232091,61538,293629,0
2784,0,2784,E,52,80,25,105,0
2785,0,2785,O,146973,23896,270051,293947,0
2786,0,2786,E,52,82,23,105,0
2787,0,2787,O,147131,126242,168021,294263,0
2788,0,2788,E,52,84,21,105,0
2789,0,2789,O,147289,245548,49031,294579,0
2790,0,2790,E,52,86,19,105,0
2791,0,2791,O,147448,86967,207930,294897,0
2792,0,2792,E,52,88,17,105,0
2793,0,2793,O,147606,240021,55192,295213,0
2794,0,2794,E,52,90,15,105,0
2795,0,2795,O,147765,114650,180881,295531,0
2796,0,2796,E,52,92,13,105,0
2797,0,2797,O,147924,5797,290052,295849,0
2798,0,2798,E,52,94,11,105,0
2799,0,2799,O,148082,209675,86490,296165,0
2800,0,2800,E,52,96,9,105,0
2801,0,2801,O,148241,134320,162163,296483,0
2802,0,2802,E,52,98,7,105,0
2803,0,2803,O,148400,75627,221174,296801,0
2804,0,2804,E,52,100,5,105,0
2805,0,2805,O,148559,33644,263475,297119,0
2806,0,2806,E,52,102,3,105,0
2807,0,2807,O,148718,8419,289018,297437,0
2808,0,2808,E,52,104,1,105,0
2809,0,2809,O,148877,0,297755,297755,1
2810,0,2810,E,53,1,106,107,0
2811,0,2811,O,149036,8435,289638,298073,0
2812,0,2812,E,53,3,104,107,0
2813,0,2813,O,149195,33772,264619,298391,0
2814,0,2814,E,53,5,102,107,0
2815,0,2815,O,149354,76059,222650,298709,0
2816,0,2816,E,53,7,100,107,0
2817,0,2817,O,149513,135344,163683,299027,0
2818,0,2818,E,53,9,98,107,0
2819,0,2819,O,149672,211675,87670,299345,0
2820,0,2820,E,53,11,96,107,0
2821,0,2821,O,149832,5437,294228,299665,0
2822,0,2822,E,53,13,94,107,0
2823,0,2823,O,149991,115686,184297,299983,0
2824,0,2824,E,53,15,92,107,0
2825,0,2825,O,150150,243125,57176,300301,0
2826,0,2826,E,53,17,90,107,0
2827,0,2827,O,150310,87183,213438,300621,0
2828,0,2828,E,53,19,88,107,0
2829,0,2829,O,150469,248828,52111,300939,0
2830,0,2830,E,53,21,86,107,0
2831,0,2831,O,150629,126550,174709,301259,0
2832,0,2832,E,53,23,84,107,0
2833,0,2833,O,150789,21016,280563,301579,0
2834,0,2834,E,53,25,82,107,0
2835,0,2835,O,150948,234171,67726,301897,0
2836,0,2836,E,53,27,80,107,0
2837,0,2837,O,151108,162589,139628,302217,0
2838,0,2838,E,53,29,78,107,0
2839,0,2839,O,151268,107895,194642,302537,0
2840,0,2840,E,53,31,76,107,0
2841,0,2841,O,151428,70137,232720,302857,0
2842,0,2842,E,53,33,74,107,0
2843,0,2843,O,151588,49363,253814,303177,0
2844,0,2844,E,53,35,72,107,0
2845,0,2845,O,151748,45621,257876,303497,0
2846,0,2846,E,53,37,70,107,0
2847,0,2847,O,151908,58959,244858,303817,0
2848,0,2848,E,53,39,68,107,0
2849,0,2849,O,152068,89425,214712,304137,0
2850,0,2850,E,53,41,66,107,0
2851,0,2851,O,152228,137067,167390,304457,0
2852,0,2852,E,53,43,64,107,0
2853,0,2853,O,152388,201933,102844,304777,0
2854,0,2854,E,53,45,62,107,0
2855,0,2855,O,152548,284071,21026,305097,0
2856,0,2856,E,53,47,60,107,0
2857,0,2857,O,152709,78112,227307,305419,0
2858,0,2858,E,53,49,58,107,0
2859,0,2859,O,152869,194618,111121,305739,0
2860,0,2860,E,53,51,56,107,0
2861,0,2861,O,153030,22481,283580,306061,0
2862,0,2862,E,53,53,54,107,0
2863,0,2863,O,153190,173547,132834,306381,0
2864,0,2864,E,53,55,52,107,0
2865,0,2865,O,153351,35424,271279,306703,0
2866,0,2866,E,53,57,50,107,0
2867,0,2867,O,153511,221242,85781,307023,0
2868,0,2868,E,53,59,48,107,0
2869,0,2869,O,153672,117325,190020,307345,0
2870,0,2870,E,53,61,46,107,0
2871,0,2871,O,153833,30422,277245,307667,0
2872,0,2872,E,53,63,44,107,0
2873,0,2873,O,153993,268568,39419,307987,0
2874,0,2874,E,53,65,42,107,0
2875,0,2875,O,154154,216159,92150,308309,0
2876,0,2876,E,53,67,40,107,0
2877,0,2877,O,154315,180908,127723,308631,0
2878,0,2878,E,53,69,38,107,0
2879,0,2879,O,154476,162863,146090,308953,0
2880,0,2880,E,53,71,36,107,0
2881,0,2881,O,154637,162072,147203,309275,0
2882,0,2882,E,53,73,34,107,0
2883,0,2883,O,154798,178583,131014,309597,0
2884,0,2884,E,53,75,32,107,0
2885,0,2885,O,154959,212444,97475,309919,0
2886,0,2886,E,53,77,30,107,0
2887,0,2887,O,155120,263703,46538,310241,0
2888,0,2888,E,53,79,28,107,0
2889,0,2889,O,155282,21845,288720,310565,0
2890,0,2890,E,53,81,26,107,0
2891,0,2891,O,155443,107722,203165,310887,0
2892,0,2892,E,53,83,24,107,0
2893,0,2893,O,155604,211141,100068,311209,0
2894,0,2894,E,53,85,22,107,0
2895,0,2895,O,155766,20619,290914,311533,0
2896,0,2896,E,53,87,20,107,0
2897,0,2897,O,155927,158944,152911,311855,0
2898,0,2898,E,53,89,18,107,0
2899,0,2899,O,156089,2778,309401,312179,0
2900,0,2900,E,53,91,16,107,0
2901,0,2901,O,156250,176201,136300,312501,0
2902,0,2902,E,53,93,14,107,0
2903,0,2903,O,156412,54583,258242,312825,0
2904,0,2904,E,53,95,12,107,0
2905,0,2905,O,156573,263296,49851,313147,0
2906,0,2906,E,53,97,10,107,0
2907,0,2907,O,156735,176418,137053,313471,0
2908,0,2908,E,53,99,8,107,0
2909,0,2909,O,156897,106820,206975,313795,0
2910,0,2910,E,53,101,6,107,0
2911,0,2911,O,157059,54550,259569,314119,0
2912,0,2912,E,53,103,4,107,0
2913,0,2913,O,157221,19656,294787,314443,0
2914,0,2914,E,53,105,2,107,0
2915,0,2915,O,157383,2186,312581,314767,0
2916,0,2916,E,54,0,109,109,1
2917,0,2917,O,157545,2188,312903,315091,0
2918,0,2918,E,54,2,107,109,0
2919,0,2919,O,157707,19710,295705,315415,0
2920,0,2920,E,54,4,105,109,0
2921,0,2921,O,157869,54800,260939,315739,0
2922,0,2922,E,54,6,103,109,0
2923,0,2923,O,158031,107506,208557,316063,0
2924,0,2924,E,54,8,101,109,0
2925,0,2925,O,158193,177876,138511,316387,0
2926,0,2926,E,54,10,99,109,0
2927,0,2927,O,158355,265958,50753,316711,0
2928,0,2928,E,54,12,97,109,0
2929,0,2929,O,158518,54765,262272,317037,0
2930,0,2930,E,54,14,95,109,0
2931,0,2931,O,158680,178091,139270,317361,0
2932,0,2932,E,54,16,93,109,0
2933,0,2933,O,158843,1588,316099,317687,0
2934,0,2934,E,54,18,91,109,0
2935,0,2935,O,159005,160350,157661,318011,0
2936,0,2936,E,54,20,89,109,0
2937,0,2937,O,159168,18729,299608,318337,0
2938,0,2938,E,54,22,87,109,0
2939,0,2939,O,159330,213119,105542,318661,0
2940,0,2940,E,54,24,85,109,0
2941,0,2941,O,159493,106572,212415,318987,0
2942,0,2942,E,54,26,83,109,0
2943,0,2943,O,159656,17471,301842,319313,0
2944,0,2944,E,54,28,81,109,0
2945,0,2945,O,159818,265501,54136,319637,0
2946,0,2946,E,54,30,79,109,0
2947,0,2947,O,159981,211762,108201,319963,0
2948,0,2948,E,54,32,77,109,0
2949,0,2949,O,160144,175613,144676,320289,0
2950,0,2950,E,54,34,75,109,0
2951,0,2951,O,160307,157102,163513,320615,0
2952,0,2952,E,54,36,73,109,0
2953,0,2953,O,160470,156277,164664,320941,0
2954,0,2954,E,54,38,71,109,0
2955,0,2955,O,160633,173186,148081,321267,0
2956,0,2956,E,54,40,69,109,0
2957,0,2957,O,160796,207877,113716,321593,0
2958,0,2958,E,54,42,67,109,0
2959,0,2959,O,160959,260398,61521,321919,0
2960,0,2960,E,54,44,65,109,0
2961,0,2961,O,161123,8552,313695,322247,0
2962,0,2962,E,54,46,63,109,0
2963,0,2963,O,161286,96551,226022,322573,0
2964,0,2964,E,54,48,61,109,0
2965,0,2965,O,161449,202524,120375,322899,0
2966,0,2966,E,54,50,59,109,0
2967,0,2967,O,161613,3294,319933,323227,0
2968,0,2968,E,54,52,57,109,0
2969,0,2969,O,161776,145033,178520,323553,0
2970,0,2970,E,54,54,55,109,0
2971,0,2971,O,161939,304890,18989,323879,0
2972,0,2972,E,54,56,53,109,0
2973,0,2973,O,162103,158708,165499,324207,0
2974,0,2974,E,54,58,51,109,0
2975,0,2975,O,162267,30086,294449,324535,0
2976,0,2976,E,54,60,49,109,0
2977,0,2977,O,162430,243933,80928,324861,0
2978,0,2978,E,54,62,47,109,0
2979,0,2979,O,162594,150903,174286,325189,0
2980,0,2980,E,54,64,45,109,0
2981,0,2981,O,162758,75577,249940,325517,0
2982,0,2982,E,54,66,43,109,0
2983,0,2983,O,162922,18003,307842,325845,0
2984,0,2984,E,54,68,41,109,0
2985,0,2985,O,163085,304400,21771,326171,0
2986,0,2986,E,54,70,39,109,0
2987,0,2987,O,163249,282802,43697,326499,0
2988,0,2988,E,54,72,37,109,0
2989,0,2989,O,163413,279100,47727,326827,0
2990,0,2990,E,54,74,35,109,0
2991,0,2991,O,163577,293342,33813,327155,0
2992,0,2992,E,54,76,33,109,0
2993,0,2993,O,163741,325576,1907,327483,0
2994,0,2994,E,54,78,31,109,0
2995,0,2995,O,163906,48039,279774,327813,0
2996,0,2996,E,54,80,29,109,0
2997,0,2997,O,164070,116073,212068,328141,0
2998,0,2998,E,54,82,27,109,0
2999,0,2999,O,164234,202243,126226,328469,0
3000,0,3000,E,54,84,25,109,0
3001,0,3001,O,164398,306597,22200,328797,0
3002,0,3002,E,54,86,23,109,0
3003,0,3003,O,164563,100058,229069,329127,0
3004,0,3004,E,54,88,21,109,0
3005,0,3005,O,164727,240596,88859,329455,0
3006,0,3006,E,54,90,19,109,0
3007,0,3007,O,164892,69679,260106,329785,0
3008,0,3008,E,54,92,17,109,0
3009,0,3009,O,165056,246593,83520,330113,0
3010,0,3010,E,54,94,15,109,0
3011,0,3011,O,165221,111490,218953,330443,0
3012,0,3012,E,54,96,13,109,0
3013,0,3013,O,165385,324972,5799,330771,0
3014,0,3014,E,54,98,11,109,0
3015,0,3015,O,165550,225875,105226,331101,0
3016,0,3016,E,54,100,9,109,0
3017,0,3017,O,165715,144688,186743,331431,0
3018,0,3018,E,54,102,7,109,0
3019,0,3019,O,165880,81459,250302,331761,0
3020,0,3020,E,54,104,5,109,0
3021,0,3021,O,166045,36236,295855,332091,0
3022,0,3022,E,54,106,3,109,0
3023,0,3023,O,166210,9067,323354,332421,0
3024,0,3024,E,54,108,1,109,0
3025,0,3025,O,166375,0,332751,332751,1
3026,0,3026,E,55,1,110,111,0
3027,0,3027,O,166540,9083,323998,333081,0
3028,0,3028,E,55,3,108,111,0
3029,0,3029,O,166705,36364,297047,333411,0
3030,0,3030,E,55,5,106,111,0
3031,0,3031,O,166870,81891,251850,333741,0
3032,0,3032,E,55,7,104,111,0
3033,0,3033,O,167035,145712,188359,334071,0
3034,0,3034,E,55,9,102,111,0
3035,0,3035,O,167200,227875,106526,334401,0
3036,0,3036,E,55,11,100,111,0
3037,0,3037,O,167365,328428,6303,334731,0
3038,0,3038,E,55,13,98,111,0
3039,0,3039,O,167531,112358,222705,335063,0
3040,0,3040,E,55,15,96,111,0
3041,0,3041,O,167696,249505,85888,335393,0
3042,0,3042,E,55,17,94,111,0
3043,0,3043,O,167862,69463,266262,335725,0
3044,0,3044,E,55,19,92,111,0
3045,0,3045,O,168027,243396,92659,336055,0
3046,0,3046,E,55,21,90,111,0
3047,0,3047,O,168193,99574,236813,336387,0
3048,0,3048,E,55,23,88,111,0
3049,0,3049,O,168358,310485,26232,336717,0
3050,0,3050,E,55,25,86,111,0
3051,0,3051,O,168524,203075,133974,337049,0
3052,0,3052,E,55,27,84,111,0
3053,0,3053,O,168690,113777,223604,337381,0
3054,0,3054,E,55,29,82,111,0
3055,0,3055,O,168856,42639,295074,337713,0
3056,0,3056,E,55,31,80,111,0
3057,0,3057,O,169021,327752,10291,338043,0
3058,0,3058,E,55,33,78,111,0
3059,0,3059,O,169187,293410,44965,338375,0
3060,0,3060,E,55,35,76,111,0
3061,0,3061,O,169353,277372,61335,338707,0
3062,0,3062,E,55,37,74,111,0
3063,0,3063,O,169519,279686,59353,339039,0
3064,0,3064,E,55,39,72,111,0
3065,0,3065,O,169685,300400,38971,339371,0
3066,0,3066,E,55,41,70,111,0
3067,0,3067,O,169851,339562,141,339703,0
3068,0,3068,E,55,43,68,111,0
3069,0,3069,O,170018,57185,282852,340037,0
3070,0,3070,E,55,45,66,111,0
3071,0,3071,O,170184,133055,207314,340369,0
3072,0,3072,E,55,47,64,111,0
3073,0,3073,O,170350,227517,113184,340701,0
3074,0,3074,E,55,49,62,111,0
3075,0,3075,O,170516,340619,414,341033,0
3076,0,3076,E,55,51,60,111,0
3077,0,3077,O,170683,131044,210323,341367,0
3078,0,3078,E,55,53,58,111,0
3079,0,3079,O,170849,281238,60461,341699,0
3080,0,3080,E,55,55,56,111,0
3081,0,3081,O,171016,108185,233848,342033,0
3082,0,3082,E,55,57,54,111,0
3083,0,3083,O,171182,295663,46702,342365,0
3084,0,3084,E,55,59,52,111,0
3085,0,3085,O,171349,159324,183375,342699,0
3086,0,3086,E,55,61,50,111,0
3087,0,3087,O,171516,41247,301786,343033,0
3088,0,3088,E,55,63,48,111,0
3089,0,3089,O,171682,284845,58520,343365,0
3090,0,3090,E,55,65,46,111,0
3091,0,3091,O,171849,203770,139929,343699,0
3092,0,3092,E,55,67,44,111,0
3093,0,3093,O,172016,141101,202932,344033,0
3094,0,3094,E,55,69,42,111,0
3095,0,3095,O,172183,96886,247481,344367,0
3096,0,3096,E,55,71,40,111,0
3097,0,3097,O,172350,71173,273528,344701,0
3098,0,3098,E,55,73,38,111,0
3099,0,3099,O,172517,64010,281025,345035,0
3100,0,3100,E,55,75,36,111,0
3101,0,3101,O,172684,75445,269924,345369,0
3102,0,3102,E,55,77,34,111,0
3103,0,3103,O,172851,105526,240177,345703,0
3104,0,3104,E,55,79,32,111,0
3105,0,3105,O,173018,154301,191736,346037,0
3106,0,3106,E,55,81,30,111,0
3107,0,3107,O,173185,221818,124553,346371,0
3108,0,3108,E,55,83,28,111,0
3109,0,3109,O,173352,308125,38580,346705,0
3110,0,3110,E,55,85,26,111,0
3111,0,3111,O,173520,66231,280810,347041,0
3112,0,3112,E,55,87,24,111,0
3113,0,3113,O,173687,189928,157447,347375,0
3114,0,3114,E,55,89,22,111,0
3115,0,3115,O,173854,332559,15150,347709,0
3116,0,3116,E,55,91,20,111,0
3117,0,3117,O,174022,146129,201916,348045,0
3118,0,3118,E,55,93,18,111,0
3119,0,3119,O,174189,326438,21941,348379,0
3120,0,3120,E,55,95,16,111,0
3121,0,3121,O,174357,177112,171603,348715,0
3122,0,3122,E,55,97,14,111,0
3123,0,3123,O,174525,46242,302809,349051,0
3124,0,3124,E,55,99,12,111,0
3125,0,3125,O,174692,283261,66124,349385,0
3126,0,3126,E,55,101,10,111,0
3127,0,3127,O,174860,189783,159938,349721,0
3128,0,3128,E,55,103,8,111,0
3129,0,3129,O,175028,114905,235152,350057,0
3130,0,3130,E,55,105,6,111,0
3131,0,3131,O,175196,58675,291718,350393,0
3132,0,3132,E,55,107,4,111,0
3133,0,3133,O,175364,21141,329588,350729,0
3134,0,3134,E,55,109,2,111,0
3135,0,3135,O,175532,2351,348714,351065,0
3136,0,3136,E,56,0,113,113,1
3137,0,3137,O,175700,2353,349048,351401,0
3138,0,3138,E,56,2,111,113,0
3139,0,3139,O,175868,21195,330542,351737,0
3140,0,3140,E,56,4,109,113,0
3141,0,3141,O,176036,58925,293148,352073,0
3142,0,3142,E,56,6,107,113,0
3143,0,3143,O,176204,115591,236818,352409,0
3144,0,3144,E,56,8,105,113,0
3145,0,3145,O,176372,191241,161504,352745,0
3146,0,3146,E,56,10,103,113,0
3147,0,3147,O,176540,285923,67158,353081,0
3148,0,3148,E,56,12,101,113,0
3149,0,3149,O,176709,46268,307151,353419,0
3150,0,3150,E,56,14,99,113,0
3151,0,3151,O,176877,178822,174933,353755,0
3152,0,3152,E,56,16,97,113,0
3153,0,3153,O,177045,330552,23539,354091,0
3154,0,3154,E,56,18,95,113,0
3155,0,3155,O,177214,147079,207350,354429,0
3156,0,3156,E,56,20,93,113,0
3157,0,3157,O,177382,336969,17796,354765,0
3158,0,3158,E,56,22,91,113,0
3159,0,3159,O,177551,191078,164025,355103,0
3160,0,3160,E,56,24,89,113,0
3161,0,3161,O,177720,63881,291560,355441,0
3162,0,3162,E,56,26,87,113,0
3163,0,3163,O,177888,311203,44574,355777,0
3164,0,3164,E,56,28,85,113,0
3165,0,3165,O,178057,221876,134239,356115,0
3166,0,3166,E,56,30,83,113,0
3167,0,3167,O,178226,151387,205066,356453,0
3168,0,3168,E,56,32,81,113,0
3169,0,3169,O,178395,99784,257007,356791,0
3170,0,3170,E,56,34,79,113,0
3171,0,3171,O,178564,67115,290014,357129,0
3172,0,3172,E,56,36,77,113,0
3173,0,3173,O,178733,53428,304039,357467,0
3174,0,3174,E,56,38,75,113,0
3175,0,3175,O,178902,58771,299034,357805,0
3176,0,3176,E,56,40,73,113,0
3177,0,3177,O,179071,83192,274951,358143,0
3178,0,3178,E,56,42,71,113,0
3179,0,3179,O,179240,126739,231742,358481,0
3180,0,3180,E,56,44,69,113,0
3181,0,3181,O,179409,189460,169359,358819,0
3182,0,3182,E,56,46,67,113,0
3183,0,3183,O,179578,271403,87754,359157,0
3184,0,3184,E,56,48,65,113,0
3185,0,3185,O,179748,13121,346376,359497,0
3186,0,3186,E,56,50,63,113,0
3187,0,3187,O,179917,133314,226521,359835,0
3188,0,3188,E,56,52,61,113,0
3189,0,3189,O,180086,272873,87300,360173,0
3190,0,3190,E,56,54,59,113,0
3191,0,3191,O,180256,71335,289178,360513,0
3192,0,3192,E,56,56,57,113,0
3193,0,3193,O,180425,249432,111419,360851,0
3194,0,3194,E,56,58,55,113,0
3195,0,3195,O,180595,85850,275341,361191,0
3196,0,3196,E,56,60,53,113,0
3197,0,3197,O,180764,302677,58852,361529,0
3198,0,3198,E,56,62,51,113,0
3199,0,3199,O,180934,177243,184626,361869,0
3200,0,3200,E,56,64,49,113,0
3201,0,3201,O,181104,70785,291424,362209,0
3202,0,3202,E,56,66,47,113,0
3203,0,3203,O,181273,345898,16649,362547,0
3204,0,3204,E,56,68,45,113,0
3205,0,3205,O,181443,277876,85011,362887,0
3206,0,3206,E,56,70,43,113,0
3207,0,3207,O,181613,228974,134253,363227,0
3208,0,3208,E,56,72,41,113,0
3209,0,3209,O,181783,199240,164327,363567,0
3210,0,3210,E,56,74,39,113,0
3211,0,3211,O,181953,188722,175185,363907,0
3212,0,3212,E,56,76,37,113,0
3213,0,3213,O,182123,197468,166779,364247,0
3214,0,3214,E,56,78,35,113,0
3215,0,3215,O,182293,225526,139061,364587,0
3216,0,3216,E,56,80,33,113,0
3217,0,3217,O,182463,272944,91983,364927,0
3218,0,3218,E,56,82,31,113,0
3219,0,3219,O,182633,339770,25497,365267,0
3220,0,3220,E,56,84,29,113,0
3221,0,3221,O,182804,60445,305164,365609,0
3222,0,3222,E,56,86,27,113,0
3223,0,3223,O,182974,165891,200058,365949,0
3224,0,3224,E,56,88,25,113,0
3225,0,3225,O,183144,290889,75400,366289,0
3226,0,3226,E,56,90,23,113,0
3227,0,3227,O,183315,68858,297773,366631,0
3228,0,3228,E,56,92,21,113,0
3229,0,3229,O,183485,232764,134207,366971,0
3230,0,3230,E,56,94,19,113,0
3231,0,3231,O,183656,49055,318258,367313,0
3232,0,3232,E,56,96,17,113,0
3233,0,3233,O,183826,252061,115592,367653,0
3234,0,3234,E,56,98,15,113,0
3235,0,3235,O,183997,106866,261129,367995,0
3236,0,3236,E,56,100,13,113,0
3237,0,3237,O,184167,349164,19171,368335,0
3238,0,3238,E,56,102,11,113,0
3239,0,3239,O,184338,242675,126002,368677,0
3240,0,3240,E,56,104,9,113,0
3241,0,3241,O,184509,155440,213579,369019,0
3242,0,3242,E,56,106,7,113,0
3243,0,3243,O,184680,87507,281854,369361,0
3244,0,3244,E,56,108,5,113,0
3245,0,3245,O,184851,38924,330779,369703,0
3246,0,3246,E,56,110,3,113,0
3247,0,3247,O,185022,9739,360306,370045,0
3248,0,3248,E,56,112,1,113,0
3249,0,3249,O,185193,0,370387,370387,1
3250,0,3250,E,57,1,114,115,0
3251,0,3251,O,185364,9755,360974,370729,0
3252,0,3252,E,57,3,112,115,0
3253,0,3253,O,185535,39052,332019,371071,0
3254,0,3254,E,57,5,110,115,0
3255,0,3255,O,185706,87939,283474,371413,0
3256,0,3256,E,57,7,108,115,0
3257,0,3257,O,185877,156464,215291,371755,0
3258,0,3258,E,57,9,106,115,0
3259,0,3259,O,186048,244675,127422,372097,0
3260,0,3260,E,57,11,104,115,0
3261,0,3261,O,186219,352620,19819,372439,0
3262,0,3262,E,57,13,102,115,0
3263,0,3263,O,186391,107566,265217,372783,0
3264,0,3264,E,57,15,100,115,0
3265,0,3265,O,186562,254781,118344,373125,0
